name;ConnectId;playerId;groupId;exchange;inequality;base;income_inequality;attention_check;government_opinion;feelings;winner_training_round_1;power_player_round_1_training;power_robot_round_1_training;average_difference_round_1;winner_training_round_2;power_player_round_2_training;power_robot_round_2_training;average_difference_round_2;winner_training_round_3;power_player_round_3_training;power_robot_round_3_training;average_difference_round_3;average_difference_training;training_winner;waiting_delay;winner_game_round_1;power_player_round_1_game;average_difference_round_1;winner_game_round_2;power_player_round_2_game;average_difference_round_2;winner_game_round_3;power_player_round_3_game;average_difference_round_3;winner_game_round_4;power_player_round_4_game;average_difference_round_4;winner_game_round_5;power_player_round_5_game;average_difference_round_5;average_difference_game;game_winner;bot_opponent;most_first;fair_unfair_bar_value;most_important;least_important;distribution_loser_amount;distribution_winner_amount;ug_first;ultimatum_game_receiver_1.0_0.0;ultimatum_game_receiver_0.9_0.1;ultimatum_game_receiver_0.8_0.2;ultimatum_game_receiver_0.7_0.3;ultimatum_game_receiver_0.6_0.4;ultimatum_game_receiver_0.5_0.5;ultimatum_game_receiver_0.4_0.6;ultimatum_game_receiver_0.3_0.7;ultimatum_game_receiver_0.2_0.8;ultimatum_game_receiver_0.1_0.9;ultimatum_game_receiver_0.0_1.0;min_payment_UG;max_payment_UG;consistency;ultimatum_game_proposer_proposer;ultimatum_game_proposer_receiver;final_payment_UG;age;political_ideology;zip_code;education;gender;race;religion;political_party;income;ga_ii_or_go;get_ahead_1;get_ahead_2;get_ahead_3;get_ahead_4;dictator_game_proposer;dictator_game_receiver;average_delay;standard_deviation_delay;span_minutes;date
unknown;468748B4948840EAADF5FD358EA0CA46;2;3;RA;5.0;2.5;;;;;True;52;52;0.0;True;45;45;0.0;False;52;66;0.0;0.0;True;5.670021295547485;False;51;0.42857142857142855;False;45;0.0;True;50;0.2857142857142857;True;60;0.125;False;46;0.0;0.17142857142857143;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-incomeInequality-governmentOpinion;;;;;;;5.390024078653214;3.2949264103172426;; 2024-03-21  13:24:43.765743
unknown;7BC98741760B4974B901E5014787CFCC;pending;0;RA;5.0;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;;;; 2024-03-21  13:25:48.105772
unknown;DD47127E94E3460F86822FFE0DCAAC55;1;6;RA;5.0;2.5;agree;5;strongly_disagree;happy;True;52;52;1.0;True;50;40;0.0;False;48;70;0.0;0.3181818181818182;True;121.3385419845581;True;64;0.0;True;53;0.0;True;62;0.0;True;57;0.0;False;54;1.3333333333333333;0.3076923076923077;True;False;False;7;talent;rules;625;1875;True;;;;;;;;;;;;;;;50;50;50;41;4;33868; High  School ;Female;white;protestant_lutheran;independent_close_republican;$55,000-$69,999;getAhead-incomeInequality-governmentOpinion;5;3;5;5;100;0;8.996231518539728;5.261901441684574;32.66; 2024-03-21  13:25:51.213867
unknown;2D80B1C6BCE74C78B852860359B0FB24;1;653034268808553895;RA;5.0;2.5;agree;5;neither;indifferent;False;52;52;2.7;False;42;48;4.111111111111111;True;58;60;0.0;2.4615384615384617;False;190.927405834198;True;53;0.2;False;42;0.7857142857142857;False;44;0.0;False;53;0.0;False;52;0.0;0.3888888888888889;False;True;False;5;luck;talent;900;1600;False;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;0.0;1.0;True;;;;51;7;45406; College  Degree ;Female;black;protestant_lutheran;strong_democrat;$10,000-$24,999;incomeInequality-getAhead-governmentOpinion;4;2;4;5;;;11.189724937081337;6.514995816301565;39.12; 2024-03-21  13:28:41.241807
unknown;6DA8CF8888CF48B1B27D2EECC297EA01;2;6;RA;5.0;2.5;strongly_agree;5;strongly_agree;sad;True;52;52;0.0;True;42;48;0.0;False;50;68;0.0;0.0;True;6.25343656539917;False;58;0.0;False;53;0.16666666666666666;False;39;1.8571428571428572;False;43;0.0;True;59;1.0;0.6571428571428571;False;False;True;3;luck;rules;625;1875;True;yes;yes;yes;yes;yes;yes;no;no;no;no;no;0.5;1.0;True;;;50;23;8;11218; College  Degree ;Male;latino-hispanic;catholic;independent_close_democrat;$40,000-$54,999;governmentOpinion-incomeInequality-getAhead;4;4;3;3;;;5.747975283480705;2.776691784602494;21.02; 2024-03-21  13:31:23.722031
unknown;018E6F52A2D64AF2BD9D7B26BD95EEF1;1;7;RA;5.0;2.5;agree;5;agree;happy;True;52;52;2.375;True;48;42;0.8888888888888888;False;47;71;1.625;1.6;True;36.35153913497925;False;48;0.0;False;45;0.0;False;43;0.0;False;50;0.0;True;38;0.0;0.0;False;False;True;3;luck;talent;425;2075;True;yes;yes;yes;yes;yes;yes;no;no;no;no;no;0.5;1.0;True;;;50;25;8;64108; College  Degree ;Female;white;protestant_lutheran;independent_close_democrat;$40,000-$54,999;incomeInequality-getAhead-governmentOpinion;4;4;5;4;;;5.269012037588626;8.190281275881677;15.72; 2024-03-21  13:35:55.242758
unknown;D5AEAE15D490451692E81A868F01F563;2;7;RA;5.0;2.5;agree;5;agree;happy;False;52;52;2.3;True;45;45;0.5;False;46;72;0.42857142857142855;1.2;False;5.597169637680054;True;60;1.4285714285714286;True;54;2.5;True;49;2.125;True;66;0.0;False;45;0.0;1.3055555555555556;True;False;True;7;rules;luck;600;1900;False;;;;;;;;;;;;;;;50;50;50;28;8;23605; Graduate/Professional  Degree ;Female;black;none;not_very_strong_democrat;$85,000-$99,999;incomeInequality-governmentOpinion-getAhead;5;5;5;5;50;50;5.3234927848893765;4.782805563449417;15.64; 2024-03-21  13:36:29.516810
unknown;465844076E994DF898F090A04487335C;2;817994467640849874;RA;5.0;5.0;strongly_agree;5;strongly_agree;sad;True;52;52;0.0;False;40;50;0.0;False;53;65;2.375;0.7916666666666666;False;185.10525584220886;False;51;0.0;False;32;0.0;False;56;0.4;False;52;0.0;False;32;0.0;0.18181818181818182;False;True;True;2;luck;rules;1250;2500;True;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;0.1;1.0;True;;;;36;6;07840; College  Degree ;Other;latino-hispanic;catholic;not_very_strong_republican;$70,000-$84,999;governmentOpinion-incomeInequality-getAhead;4;4;3;3;;;11.54315610991584;18.939811056774722;70.83; 2024-03-21  13:43:45.530465
unknown;90D2682265104A25853B7BE72B4B23DE;2;684653705514695713;RA;5.0;2.5;strongly_agree;5;agree;happy;True;52;52;1.7142857142857142;False;39;51;0.0;False;45;73;1.375;1.0454545454545454;False;191.27026462554932;False;29;0.0;True;62;0.0;True;73;0.0;False;39;0.0;True;54;0.0;0.0;True;True;False;3;luck;rules;1000;1500;False;;;;;;;;;;;;;;;30;70;;36;8;98335; College  Degree ;Female;white;none;independent_close_democrat;$70,000-$84,999;incomeInequality-getAhead-governmentOpinion;5;3;3;3;30;70;3.9756301456027563;2.1971200625731577;26.33; 2024-03-21  13:44:06.826398
unknown;EC6A5454D1164101B1307DC6D74FAD57;1;156949804410895306;RE;2.5;5.0;strongly_agree;5;agree;happy;True;52;52;5.3;True;50;40;1.2857142857142858;True;60;58;0.0;2.48;True;194.91836166381836;True;59;0.0;True;52;0.0;True;35;0.0;True;56;0.0;True;60;0.0;0.0;True;True;True;4;talent;luck;1525;1600;True;;;;;;;;;;;;;;;0;100;;46;9;24740; High  School ;Female;white;other;strong_republican;$10,000-$24,999;getAhead-governmentOpinion-incomeInequality;5;5;5;5;50;50;6.0748090744018555;2.5790824774036576;34.42; 2024-03-21  13:45:50.768213
unknown;BD9D2C33B76E48A38C5487D61347000F;2;901018676167838038;RE;2.5;5.0;strongly_agree;5;agree;angry;True;52;52;1.2857142857142858;True;50;40;0.0;True;60;58;0.0;0.4090909090909091;True;191.4943299293518;False;38;0.0;False;39;0.0;False;43;0.0;False;36;0.0;False;54;0.23076923076923078;0.09375;False;True;True;1;rules;talent;1325;1800;True;no;no;no;yes;yes;yes;yes;yes;no;no;no;0.3;0.7;True;;;;25;8;87114; College  Degree ;Female;white;other;strong_democrat;$10,000-$24,999;governmentOpinion-incomeInequality-getAhead;4;3;4;4;;;3.7688835209066216;2.6782835529854636;17.41; 2024-03-21  13:49:40.539815
unknown;6ECCACD783A2446485845A4A4983127F;1;933400714217138902;RA;5.0;5.0;agree;5;disagree;happy;True;52;52;1.4285714285714286;False;42;48;0.7777777777777778;False;42;76;1.0;1.0416666666666667;False;186.21440887451172;False;58;0.0625;True;58;0.8461538461538461;False;53;0.21428571428571427;True;49;0.058823529411764705;True;62;0.0;0.41025641025641024;True;True;True;7;talent;rules;1875;1875;True;;;;;;;;;;;;;;;50;50;;68;5;44074; College  Degree ;Male;white;none;independent_close_republican;$10,000-$24,999;getAhead-governmentOpinion-incomeInequality;2;3;4;5;50;50;4.419673120274263;2.993569153876409;20.72; 2024-03-21  13:51:09.615681
unknown;F644CF16BD324544A082A2C81AB9F574;2;9;RA;5.0;2.5;strongly_agree;5;strongly_agree;sad;True;52;52;0.0;False;40;50;0.0;True;57;61;0.125;0.041666666666666664;True;35.831055879592896;False;47;0.0;False;60;0.0;False;57;0.0;False;44;0.0;True;58;0.0;0.0;False;False;True;7;luck;rules;750;1750;True;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;0.0;1.0;True;;;50;42;9;57313; Some  College ;Male;white;protestant_lutheran;strong_democrat;$25,000-$39,999;governmentOpinion-incomeInequality-getAhead;4;4;4;3;;;3.7708746068021086;1.2086709346640094;20.73; 2024-03-21  13:53:16.141449
unknown;05677E9FAFD54D96BEB28D57D43B5F03;2;432064396558105663;RA;5.0;5.0;disagree;5;agree;happy;False;52;52;5.2;False;43;47;7.142857142857143;False;48;70;2.75;4.96;False;188.37398076057434;False;62;3.3076923076923075;False;55;1.1176470588235294;False;36;0.13333333333333333;False;40;0.23529411764705882;True;49;0.8125;2.189189189189189;False;True;False;4;rules;luck;1950;1800;False;no;no;no;no;no;no;no;no;no;no;no;0;0;True;;;;51;5;77057; High  School ;Male;black;none;independent;$70,000-$84,999;incomeInequality-getAhead-governmentOpinion;1;3;3;5;;;7.285991678432542;11.43949065090848;27.17; 2024-03-21  13:53:21.078799
unknown;A3151A5D158B458CADFA83834468B46C;1;120107968353659660;RA;5.0;5.0;agree;5;disagree;happy;False;52;52;3.0;True;50;40;2.125;False;59;59;2.375;2.5384615384615383;False;185.76964497566223;False;42;0.125;False;39;0.8571428571428571;True;55;1.2666666666666666;True;55;1.4;True;44;1.2666666666666666;1.8717948717948718;True;True;True;7;talent;luck;1250;2500;False;;;;;;;;;;;;;;;100;0;;35;2;45324; Some  College ;Female;white;other;independent_close_republican;$100,000-$114,999;getAhead-governmentOpinion-incomeInequality;3;4;5;5;80;20;5.047090334050796;2.660798377847011;23.51; 2024-03-21  13:53:23.373426
unknown;F250E2AEBCD844BFA5D86DAAF694651F;1;12;RA;5.0;2.5;disagree;5;strongly_disagree;happy;True;52;52;0.2857142857142857;False;39;51;0.0;False;53;65;0.0;0.09090909090909091;False;5.709183216094971;True;55;0.0;True;57;0.0;True;49;0.0;False;33;0.21428571428571427;False;41;0.0;0.08333333333333333;True;True;True;7;luck;rules;625;1875;False;;;;;;;;;;;;;;;50;50;;59;1;29448; Some  College ;Male;white;other;strong_republican;$130,000-$144,999;getAhead-incomeInequality-governmentOpinion;2;3;5;5;50;50;7.138189706802368;9.423075036260519;38.27; 2024-03-21  13:54:54.454284
unknown;E6771DA7992344C49C7FAA03783683F6;1;10;RA;5.0;2.5;;;;;False;52;52;4.1;True;46;44;0.0;True;55;63;0.0;1.7083333333333333;True;6.508539915084839;False;34;0.0;;;;;;;;;;;;;0.0;;True;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-incomeInequality-governmentOpinion;;;;;;;6.106296274397108;3.6581856373714148;; 2024-03-21  13:55:07.074082
unknown;F988BCCA336B4443B620F7E801095001;1;9;RA;5.0;2.5;agree;5;neither;happy;False;52;52;4.1;True;48;42;0.0;False;53;65;0.0;1.5769230769230769;False;5.401872873306274;True;58;0.0;True;52;0.2857142857142857;True;63;0.0;True;44;0.0;False;43;0.0;0.05128205128205128;True;False;True;6;talent;luck;650;1850;False;;;;;;;;;;;;;;;50;50;50;29;7;44270; Graduate/Professional  Degree ;Female;white;none;not_very_strong_democrat;$100,000-$114,999;getAhead-governmentOpinion-incomeInequality;4;4;4;4;50;50;4.075651720458386;2.087792908316271;16.03; 2024-03-21  13:55:59.509215
unknown;61EA9089878B44CE9F79212170ABAE37;2;10;RA;5.0;2.5;neither;5;agree;sad;True;52;52;2.375;True;47;43;2.0;False;49;69;0.0;1.4583333333333333;True;41.26717495918274;True;57;0.5714285714285714;False;50;0.26666666666666666;False;57;0.0;False;39;0.4;True;53;0.375;0.5555555555555556;False;True;True;5;luck;rules;1050;1450;True;yes;yes;yes;yes;yes;yes;no;no;no;no;no;0.5;1.0;True;;;;20;4;49315; Some  College ;Female;white;protestant_lutheran;independent_close_republican;$115,000-$129,999;incomeInequality-governmentOpinion-getAhead;4;3;4;5;;;5.0918088754018145;7.5696078584757736;31.22; 2024-03-21  13:58:56.983755
unknown;2B5124A2C09A4AF999181A419EC47EF1;1;11;RA;5.0;2.5;disagree;5;agree;happy;False;52;52;3.2;False;43;47;4.625;False;48;70;0.875;2.923076923076923;False;6.298503398895264;False;34;3.375;False;45;1.25;False;40;0.1875;True;62;0.8;False;41;0.7857142857142857;1.837837837837838;False;True;True;5;talent;talent;1175;1325;False;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;0.4;1.0;True;;;;29;7;20149; College  Degree ;Male;white;protestant_lutheran;not_very_strong_democrat;$40,000-$54,999;getAhead-incomeInequality-governmentOpinion;5;5;5;5;;;7.701303844451904;13.56442398223059;36.65; 2024-03-21  13:59:45.460200
unknown;B6A0D5F906824B068DCD76A97172F77A;2;11;RA;5.0;2.5;;;;;True;52;52;2.142857142857143;True;47;43;0.5714285714285714;True;60;58;0.5;1.0454545454545454;True;56.38602876663208;True;48;1.125;;;;;;;;;;;;;1.125;;True;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;6.434959650039673;2.8232402863222177;; 2024-03-21  14:04:38.738394
unknown;51F4D7DF38CC4EE09363ACE27E909ED6;2;586595011004274213;RA;5.0;2.5;strongly_agree;5;strongly_agree;indifferent;True;52;52;0.5714285714285714;False;42;48;0.0;True;53;65;0.0;0.18181818181818182;True;190.8003854751587;False;45;0.058823529411764705;False;35;0.0;False;43;0.06666666666666667;True;52;0.0;True;55;0.0;0.05555555555555555;False;True;False;7;luck;rules;1200;1300;True;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;0.3;1.0;True;;;;55;5;80829; Less  than  High  School ;Female;white;none;independent;$10,000-$24,999;governmentOpinion-incomeInequality-getAhead;4;4;4;4;;;4.8530265639225645;2.6270447882417423;30.62; 2024-03-21  14:04:58.419117
unknown;CAED31C5C984453C97BEB63CD16620A6;pending;0;RA;5.0;2.5;;;;;True;52;52;0.0;True;45;45;0.0;;44;74;0.0;0.0;;;;;;;;;;;;;;;;;;;;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;;;; 2024-03-21  14:07:29.802322
unknown;3812609CF5D24F25AC440FE40A35AA85;2;12;RA;5.0;2.5;;;;;True;52;52;5.0;True;48;42;0.5;False;52;66;0.0;1.96;True;70.50596308708191;False;53;0.0;False;47;0.0;;;;;;;;;;0.0;;True;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-incomeInequality-getAhead;;;;;;;5.219514019349042;1.785660794204853;; 2024-03-21  14:10:39.111041
unknown;DD1ECABEED2A45CFACABDB7F051B8432;2;157972735734071238;RA;5.0;2.5;strongly_agree;5;agree;indifferent;True;52;52;2.25;False;40;50;1.1111111111111112;False;52;66;3.25;2.16;False;191.01620244979858;False;43;0.6666666666666666;False;50;1.1764705882352942;True;39;0.0;False;45;0.06666666666666667;True;53;0.0;0.8378378378378378;False;True;True;7;talent;rules;625;1875;True;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;0.4;1.0;True;;;;27;8;02124; College  Degree ;Female;white;none;independent;$55,000-$69,999;incomeInequality-getAhead-governmentOpinion;5;4;3;3;;;4.431883777890887;5.096147618533926;18.78; 2024-03-21  14:16:03.071819
unknown;60DBD443B4F34727A4CEF8C20CA5D6E0;pending;0;RA;5.0;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-getAhead-incomeInequality;;;;;;;;;; 2024-03-21  14:18:27.960137
unknown;D28388395A6D4DF3A9116A7972F3ABF7;2;15;RA;5.0;2.5;;;;;True;52;52;3.25;False;45;45;0.8888888888888888;False;53;65;0.375;1.48;False;106.7277193069458;False;47;0.625;;;;;;;;;;;;;0.625;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;getAhead-incomeInequality-governmentOpinion;;;;;;;20.020588088035584;15.534249920245864;; 2024-03-21  14:18:59.427773
unknown;CFD66F001D7B44D8A4DF370DCB24989F;2;538750922824197572;RA;5.0;2.5;neither;5;disagree;indifferent;False;52;52;2.2;False;36;54;0.0;True;54;64;0.0;0.8461538461538461;False;186.09136819839478;True;58;0.0;True;50;0.0;True;54;0.0;True;62;0.0;True;53;0.0;0.0;True;True;True;5;luck;rules;0;2500;False;;;;;;;;;;;;;;;50;50;;35;6;15228; College  Degree ;Female;white;catholic;independent_close_democrat;$175,000+;getAhead-incomeInequality-governmentOpinion;3;4;5;5;50;50;3.0628531514381874;5.031093587643935;15.52; 2024-03-21  14:20:47.514233
unknown;6B47E2EA342F4CE99F0CCCDEB4ADD654;1;15;RA;5.0;2.5;;;;;True;52;52;1.1428571428571428;False;43;47;0.75;False;48;70;1.375;1.0869565217391304;False;5.758500337600708;True;56;3.111111111111111;;;;;;;;;;;;;3.111111111111111;;False;True;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;governmentOpinion-getAhead-incomeInequality;;;;;;;45.47195190191269;96.84809275200878;; 2024-03-21  14:21:48.984556
unknown;B0C62AB718964086AA3A6081A6ADE877;2;178505643098068354;RA;5.0;2.5;agree;5;neither;happy;True;52;52;0.7777777777777778;False;41;49;0.375;False;53;65;0.25;0.48;False;185.41942954063416;False;39;0.0;True;63;0.25;False;42;0.0;True;55;0.0;True;51;0.0625;0.1388888888888889;True;True;True;3;luck;rules;625;1875;False;;;;;;;;;;;;;;;50;50;;28;3;75605; Graduate/Professional  Degree ;Male;white;protestant_lutheran;not_very_strong_republican;$85,000-$99,999;incomeInequality-getAhead-governmentOpinion;4;4;5;5;50;50;5.135727196931839;9.296924313836104;18.83; 2024-03-21  14:24:58.251252
unknown;AF4AD24BB6664728984CDE542B13868F;2;783825187028234640;RE;2.5;5.0;neither;5;strongly_disagree;sad;False;52;52;2.2;False;34;56;0.14285714285714285;False;39;79;0.0;0.9583333333333334;False;192.01761531829834;False;50;0.9230769230769231;False;36;0.0;False;53;0.0;False;45;0.0;False;33;0.0;0.3870967741935484;False;True;True;2;luck;talent;1250;1875;True;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;0.3;1.0;True;;;;59;2;25177; Some  College ;Female;white;protestant_lutheran;strong_republican;$55,000-$69,999;incomeInequality-getAhead-governmentOpinion;3;3;4;5;;;4.992740620014279;5.6220521256935845;22.58; 2024-03-21  14:47:08.818526
